"date","temp","vpd","ppfd","netrad","patm","snow","rain","tmin","tmax","vwind","fapar","co2","ccov","gpp","le","le_qc","nee","nee_qc"
2004-01-29,-1.529,39.6291666666667,6.0457941216,-18.98145,95153,0,1.15740740740741e-06,-3.36,-0.86,3.455,0.09,369.241,0.835684239864349,-0.000841396,3.06123,-9999,1.49496,1
2004-01-30,-2.627,63.9708333333333,17.7025954896,-25.66471,96318,0,0,-7.8,0.32,1.843,0.09,385.88,0.597970128059387,-0.583471,-3.06846,-9999,1.70793,1
2004-01-31,2.971,244.708333333333,18.2214257616,-42.30885,96177,0,1.15740740740741e-06,-8.89,9.42,2.221,0.09,396.829,0.343199908733368,-0.212975,-4.08998,-9999,2.30293,1
2004-02-01,9.206,404.2625,18.6009536592,-80.26201,96923,0,0,0.93,12.48,3.378,0.09,374.931,0.424498200416565,0.85552,-15.024,-9999,2.26903,1
2004-02-02,6.592,355.358333333333,15.6162581424,-22.468709,97329,0,0,-0.7,10.97,1.182,0.48,398.431,1,0.486888,0.468301,-9999,1.93481,1
2004-02-03,5.863,250.7875,18.6928150464,-13.56195,97706,0,0,-3.92,11.66,0.717,0.48,396.704,0.541480720043182,0.904374,-1.85355,-9999,0.854911,1
2004-02-04,5.974,208.295833333333,20.3386797072,-3.51834,97838,0,0,-5.08,12.2,0.979,0.48,431.557,0.50358384847641,0.41884,13.4606,-9999,1.64668,1
2004-02-05,6.54,281.554166666667,20.1698821872,-22.6999,97691,0,0,-2.29,12.55,1.221,0.48,414.28,0.00101742404513061,2.51482,-3.3683,-9999,-0.537956,1
2004-02-06,5.775,277.175,18.8703189648,-10.04706,97137,0,0,-2.1,10.84,1.252,0.48,402.632,0.754641056060791,0.293116,5.65857,-9999,1.69957,1
2004-02-07,8.788,254.2625,10.3947289632,7.97171,96649,0,9.25925925925926e-06,3.53,10.75,4.309,0.48,367.168,0.331664741039276,1.11112,34.9905,-9999,1.53711,1
2004-02-08,4.095,145.1,3.8382779232,-12.68231,96546,0,8.10185185185185e-05,2.53,5.25,5.312,0.48,363.385,0.992572844028473,0.359374,25.2355,-9999,1.54927,1
2004-02-09,4.515,190.625,21.8137923504,33.45223,97482,0,3.47222222222222e-06,-1.73,6.91,2.753,0.48,369.727,0.121317028999329,0.569572,46.1207,-9999,1.15799,1
2004-02-10,3.227,157.904166666667,20.5717979664,11.41653,97588,0,0,-5.02,7,0.908,0.46,395.651,1,0.521628,17.0677,-9999,0.889884,1
2004-02-11,1.389,41.2958333333333,6.524468352,-6.43115,96980,0,1.04166666666667e-05,0.28,3.1,2.152,0.46,377.269,0.987206220626831,0.634184,13.5938,-9999,0.808453,1
2004-02-12,3.841,70.0583333333333,11.39827464,27.4846275,97318,0,0,0.41,5.36,2.065,0.46,376.868,0.75161623954773,0.603531,24.3708,-9999,0.925182,0.958333
2004-02-13,5.082,176.666666666667,21.7105593408,25.93234,97487,0,0,-1.9,8.78,1.41,0.46,393.697,0.0862603783607483,0.54019,26.0021,-9999,0.900573,1
2004-02-14,3.506,86.125,8.6891632848,5.63484,96932,0,0,-0.33,5.89,0.965,0.46,402.83,0.72711306810379,0.400245,12.1245,-9999,0.884158,1
2004-02-15,3.445,85.1583333333333,18.0131829264,19.04221,96692,0,6.01851851851852e-07,-0.17,5.362,0.887,0.46,395.72,0.905338108539581,0.603183,18.5001,-9999,0.683515,0.583333
2004-02-16,3.445,167.970833333333,19.3914590976,30.25158,96817,0,0,0.536,7.514,2.936,0.46,380.776,0.580101430416107,1.07591,38.0823,-9999,0.284755,0.770833
2004-02-17,1.346,167.633333333333,19.0449799776,18.05636,96956,0,2.08333333333333e-07,-0.68,8.107,1.345,0.46,388.775,0.664346516132355,0.905044,22.9427,-9999,0.368961,0.479167
2004-02-18,1.346,90.3958333333333,13.6162740528,32.7806,96493,0,8.09027777777778e-06,-0.488,3.684,2.172,0.09,387.962,0.592836976051331,-0.503024,31.6551,-9999,1.48126,0.625
2004-02-19,1.355,94.0458333333333,3.2345158464,4.5972,95621,0,1.85185185185185e-06,-0.696,1.75,6.134,0.09,370.797,0.98064249753952,-0.666216,26.6247,-9999,1.47099,1
2004-02-20,3.467,128.654166666667,19.763524368,26.3694,95974,0,0,-0.81,7.32,2.67,0.09,377.496,0.0965772271156311,-0.402013,19.0459,-9999,0.530421,1
2004-02-21,4.666,181.070833333333,11.0148377472,22.347666,95368,0,0,-1.22,7.54,1.365,0.09,393.912,0.500788986682892,-0.562682,16.3763,-9999,0.584145,1
2004-02-22,6.111,75.4625,6.9573007296,26.92381,95023,0,3.93518518518519e-05,0.48,8.69,1.142,0.09,408.582,0.891319096088409,-0.0291099,19.7474,-9999,0.0483003,1
2004-02-23,-0.691,12.5958333333333,7.7513598,-8.46565,95441,0,0.000104166666666667,-6.78,2.7,2.033,0.09,384.394,0.988355398178101,-1.13518,15.8942,-9999,1.14299,0.958333
2004-02-24,0.385,56.7416666666667,18.5478268608,-3.14405,96052,0,0,-9.41,6.73,0.704,0.09,447.476,0.668647050857544,-0.311764,14.2911,-9999,0.315291,0.916667
2004-02-25,-0.37,116.020833333333,25.693647768,-1.9725,95445,0,0,-10.75,7.68,0.734,0.09,580.665,0.00420740246772766,0.239038,10.4297,-9999,-0.236653,0.916667
2004-02-26,-0.084,43.3541666666667,11.8666433376,2.04151,94747,0,0,-6.4,5.26,1.529,0.26,442.302,0.993237495422363,-1.10582,20.6177,-9999,1.31668,1
2004-02-27,0.612,77.7958333333333,23.5433450448,3.1692,94414,0,0,-8.61,5.08,0.689,0.26,400.181,0.621782660484314,-0.0450359,7.53204,-9999,0.595822,1
2004-02-28,0.287,125.354166666667,26.874342,-1.99386,94720,0,0,-11.41,6.87,0.684,0.26,492.453,0.99530017375946,0.593825,13.3128,-9999,0.301758,0.979167
2004-02-29,-0.914,103.891666666667,23.748922656,1.3158,95612,0,0,-8.69,2.12,1.976,0.26,483.536,0.871106147766113,0.430283,20.9386,-9999,0.713198,1
2004-03-01,-0.495,88.175,27.369185256,11.01087,96655,0,0,-3.26,1.45,4.395,0.26,373.467,0.924840092658997,0.390597,33.1797,-9999,0.82951,1
2004-03-02,-0.034,109.979166666667,18.7784575776,-1.04631,97387,0,0,-6.21,2.31,1.403,0.26,377.081,0.94590550661087,0.487183,11.638,-9999,0.662238,1
2004-03-03,5.337,189.1375,31.65841908,35.95943,97441,0,0,-3.94,9.32,0.756,0.26,387.063,0.181797504425049,1.06471,25.4971,-9999,0.473212,1
2004-03-04,2.907,266.908333333333,15.461852832,15.68328,96925,0,0,-5.39,6.13,0.563,0.26,404.884,1,0.511719,14.0446,-9999,1.10904,1
2004-03-05,2.34,101.770833333333,7.2247115376,18.04812,96287,0,1.15740740740741e-06,-0.14,3.28,0.881,0.37,405.559,1,0.211589,13.9822,-9999,1.20462,1
2004-03-06,4.675,0,9.3138917904,32.58072,96247,0,4.51388888888889e-05,1.56,6.35,2.143,0.37,376.796,0.99705570936203,0.273385,32.9282,-9999,1.37281,1
2004-03-07,4.084,129.3625,15.1917768,27.78361,96630,0,0,-0.47,6.9,0.764,0.37,378.186,0.835281550884247,1.16931,25.3128,-9999,0.391425,1
2004-03-08,2.915,27.5625,13.1397320016,25.60886,96773,0,1.15740740740741e-05,-0.26,4.93,1.266,0.37,369.257,0.979088306427002,1.12458,21.8923,-9999,0.238363,1
2004-03-09,3.142,149.508333333333,31.4064665712,72.098,96817,0,0,-1.17,5.61,1.949,0.37,378.112,0.424141466617584,0.460739,55.0409,-9999,0.427133,1
2004-03-10,1.734,131.945833333333,25.2430472304,53.17358,96323,0,0,-2.18,3.83,2.189,0.37,376.644,0.799049377441406,-0.0141718,41.4675,-9999,0.352564,0.979167
2004-03-11,1.325,56.4666666666667,14.243845464,32.77149,96216,0,0,-3.18,3.33,0.944,0.37,394.595,0.977961421012878,-0.11965,27.2139,-9999,0.431901,1
2004-03-12,3.135,118.05,17.500749192,34.97535,95975,0,3.47222222222222e-06,-4.07,6.88,0.734,0.37,384.449,1,0.135797,23.0033,-9999,0.29558,1
2004-03-13,5.605,73.4958333333333,13.367875176,47.70036,96407,0,6.8287037037037e-05,0.31,10.04,1.394,0.41,382.386,0.993148982524872,0.436897,31.3632,-9999,0.326494,1
2004-03-14,7.432,122.895833333333,21.0319933104,66.77368,97323,0,5.90277777777778e-05,2.84,10.45,1.653,0.41,364.268,1,1.15268,43.2524,-9999,-0.0357057,1
2004-03-15,10.699,383.179166666667,31.1681955456,82.06876,97790,0,0,0.52,16.52,0.993,0.41,376.277,0.229085445404053,0.973469,57.0023,-9999,0.596606,1
2004-03-16,13.096,527.858333333333,35.554976568,81.84296,97822,0,0,-0.93,19.82,0.485,0.41,386.705,0.0613562613725662,1.95213,55.798,-9999,0.0932481,1
2004-03-17,14.62,781.195833333333,34.629255432,78.79392,97568,0,0,-0.54,22.35,0.773,0.41,399.095,0,2.03914,51.6206,-9999,0.51491,1
2004-03-18,14.614,954.595833333333,31.0793547456,72.00948,97141,0,0,1.17,20.49,1.542,0.41,403.978,0.94065135717392,1.95367,50.8689,-9999,0.71778,1
2004-03-19,13.702,549.766666666667,28.6069152816,64.02164,96971,0,0,3.82,16.75,2.531,0.41,387.722,0.898312151432037,2.05265,35.8127,-9999,0.541413,1
2004-03-20,11.899,296.245833333333,12.138318504,38.49285,96672,0,1.73611111111111e-05,8.78,13.23,5.517,0.41,368.719,1,0.697838,54.7695,-9999,1.65019,1
2004-03-21,11.08,376.154166666667,16.5346943328,43.37656,96047,0,5.78703703703704e-06,5.7,12.83,4.529,0.5,366.799,0.989831686019897,0.628873,56.4895,-9999,0.977204,1
2004-03-22,6.511,191.2375,30.2616640224,94.03722,95936,0,4.05092592592593e-05,0.46,10.5,3.091,0.5,372.266,0.714989423751831,0.391419,70.2464,-9999,0.677493,1
2004-03-23,3.667,53.9375,12.3744573504,21.771,95556,0,9.14351851851852e-05,-0.73,6.3,1.062,0.5,376.282,1,0.825996,28.3291,-9999,0.0544638,1
2004-03-24,3.626,0.245833333333333,9.4078853568,34.6183,95568,0,8.12268518518518e-05,1.08,5.694,1.471,0.5,378.83,1,0.672162,40.3304,-9999,0.364052,1
2004-03-25,3.618,12.7458333333333,16.942828968,59.16659,95862,0,7.16087962962963e-05,0.63,5.733,2.031,0.5,375.67,0.997455954551697,1.44694,52.3135,-9999,-0.394689,0.875
2004-03-26,3.618,169.645833333333,24.2068081392,43.62361,95796,0,4.24768518518519e-06,-0.773,2.934,3.568,0.5,372.826,0.883598327636719,0.472548,50.1375,-9999,0.456389,0.854167
2004-03-27,9.597,202.454166666667,37.0567414512,99.67347,95777,0,1.50462962962963e-07,-2.631,6.143,2.364,0.5,382.792,0.783463299274445,1.22757,60.868,-9999,-0.214403,0.6875
2004-03-28,9.597,302.945833333333,40.700635704,83.36191,96207,0,0,-2.729,10.47,0.67,0.5,392.616,0,2.43401,39.2174,-9999,-1.14697,0.625
2004-03-29,9.625,446.683333333333,42.9879309408,85.49776,96279,0,0,-2.7,15.48,2.52,0.45,394.387,0,1.9033,39.513,-9999,0.0606852,1
2004-03-30,11.748,473.6,40.2184078416,80.3071,95836,0,0,-0.42,18.96,1.454,0.45,395.833,0.0755457282066345,2.38959,34.7784,-9999,-0.122685,1
2004-03-31,14.034,735.625,41.3667640224,89.8573,95781,0,0,-0.94,21.46,0.834,0.45,399.598,0,2.82404,44.8029,-9999,0.099366,1
2004-04-01,14.401,660.0375,41.7564197712,91.9812,95647,0,0,0.84,20.08,1.336,0.45,400.945,0,3.52638,45.8942,-9999,-0.37995,1
2004-04-02,15.62,639.141666666667,40.6684753344,90.4433,95696,0,0,1.86,20.97,1.831,0.45,407.079,0.454947888851166,3.52215,48.8898,-9999,0.150005,1
2004-04-03,12.78,395.916666666667,33.2698135104,90.48395,96757,0,1.15740740740741e-06,4.32,17.14,2.579,0.45,353.198,0.877296507358551,3.61187,52.7957,-9999,-0.16335,1
2004-04-04,11.017,324.629166666667,23.3999559936,61.859829,96872,0,3.47222222222222e-06,1.71,14.51,2.259,0.45,394.08,0.889313995838165,3.37465,36.7955,-9999,-0.303005,1
2004-04-05,10.879,377.716666666667,27.38073456,90.230383,96371,0,1.38888888888889e-05,6.7,12.73,4.037,0.45,363.676,0.482552409172058,2.64627,73.5825,-9999,0.391391,1
2004-04-06,6.139,84.8541666666667,8.7341167296,35.90537,95492,0,8.68055555555556e-05,2.4,8.3,3.248,0.51,354.915,0.799564301967621,0.924877,54.6629,-9999,1.20437,1
2004-04-07,5.966,94.0375,26.3441401056,85.57948,95482,0,1.73611111111111e-05,0.99,9.24,2.168,0.51,350.564,0.589982330799103,2.91505,69.3883,-9999,-1.06611,1
2004-04-08,7.06,160.091666666667,30.2966672976,86.03326,95874,0,6.94444444444444e-06,2.08,10.4,1.261,0.51,368.001,0.538891851902008,3.48393,63.8361,-9999,-1.59541,1
2004-04-09,7.756,219.666666666667,23.5248661584,65.31915,95513,0,0,2.25,9.55,3.011,0.51,375.54,1,2.41066,65.1627,-9999,-0.502342,1
2004-04-10,5.592,40.0333333333333,13.7904020208,47.27116,95537,0,3.58796296296296e-05,3.49,7.68,1.928,0.51,343.44,0.984996020793915,1.56857,48.704,-9999,0.172404,1
2004-04-11,7.709,116.433333333333,28.834170048,103.81752,96110,0,2.19907407407407e-05,2.84,11.11,1.634,0.51,367.64,0.883576035499573,4.62073,71.356,-9999,-2.66264,0.979167
2004-04-12,8.566,266.2375,28.199846736,80.49302,96296,0,0,3.73,11.29,3.046,0.51,373.282,0.935026824474335,4.00931,76.6085,-9999,-1.76401,1
2004-04-13,8.809,329.7,22.0078206576,54.76473,96224,0,0,3.34,11.06,1.859,0.51,376.615,0.966273248195648,3.40878,54.1607,-9999,-0.771466,1
2004-04-14,10.277,371.695833333333,39.3580735344,88.9988896,96321,0,0,0.57,14.54,1.871,0.46,387.109,0.961998224258423,5.33651,64.4535,-9999,-2.3506,1
2004-04-15,12.498,423.858333333333,36.1455902064,83.03,96442,0,0,1.05,18.23,0.877,0.46,399.119,0.454955577850342,6.39386,55.4534,-9999,-2.44458,1
2004-04-16,13.945,640.804166666667,46.149241968,102.21226,95865,0,0,1.43,19.3,1.705,0.46,396.147,0.935895323753357,6.92521,64.8201,-9999,-2.43188,1
2004-04-17,13.555,523.020833333333,29.1643024608,68.88309,95212,0,3.58796296296296e-05,1.62,16.8,1.856,0.46,404.425,0.692104339599609,6.67307,55.5047,-9999,-1.77058,1
2004-04-18,12.126,379.870833333333,30.7705441248,99.4234,94457,0,3.125e-05,7.13,16.2,2.332,0.46,365.43,0.396956741809845,6.78951,85.7039,-9999,-1.87977,1
2004-04-19,6.605,145.791666666667,18.6910382304,45.2571,94629,0,1.38888888888889e-05,1.62,9.81,1.436,0.46,372.848,1,5.61439,46.4335,-9999,-2.11429,1
2004-04-20,10.276,522.991666666667,34.774065936,101.74536,95354,0,0,-1.24,14.22,1.342,0.46,385.046,0.72061687707901,6.73294,77.6488,-9999,-2.29342,1
2004-04-21,16.62,670.458333333333,49.6595196576,130.3517,96081,0,0,3.75,21.57,0.552,0.46,413.458,0.969652950763702,10.9095,94.1033,-9999,-4.41463,1
2004-04-22,18.656,925.929166666667,47.4820316496,112.64749,96014,0,0,3.42,24.04,1.547,0.47,404.189,0.864680171012878,11.3973,94.0856,-9999,-3.61299,1
2004-04-23,15.274,249.0625,38.3792256,113.83701,96332,0,0,9.64,18.1,2.998,0.47,385.117,0.701464891433716,11.726,88.4779,-9999,-4.93638,1
2004-04-24,13.485,416.354166666667,41.0384084256,112.12249,96694,0,0,6.25,17.12,2.307,0.47,370.46,0.576206922531128,10.982,96.334,-9999,-4.82808,1
2004-04-25,13.332,556.3,40.219118568,102.734171,96741,0,0,5.26,13.57,3.406,0.47,372.746,0.708715796470642,9.99636,90.0904,-9999,-4.63999,0.208333
2004-04-26,13.779,565.429166666667,53.0420442768,101.183473,96352,0,0,4.93,16.994,2.72,0.47,367.093,0.0668920874595642,9.77425,95.3456,-9999,-4.24781,0
2004-04-27,16.371,718.35,37.9272036096,89.5196,95812,0,1e-05,6.51,19.645,0.964,0.47,373.617,0.971381187438965,11.5407,90.7182,-9999,-5.26951,0
2004-04-28,16.397,712.2625,34.2248521104,91.30535,95473,0,1.21527777777778e-06,7.916,18.96,2.143,0.47,373.444,0.588428854942322,11.6872,90.2357,-9999,-5.4006,0.354167
2004-04-29,16.711,511.745833333333,39.0460646448,96.90878,94940,0,0,7.83,21.25,1.677,0.47,380.555,0.944143116474152,12.5265,86.8185,-9999,-5.77982,1
2004-04-30,14.949,559.2125,30.945915864,81.67586,94554,0,0,8.65,20.98,1.577,0.71,416.832,0.87530905008316,10.9525,76.1311,-9999,-5.07833,1
2004-05-01,13.016,274.116666666667,27.5648126976,76.859183,95379,0,3.47222222222222e-06,9.19,15.46,1.22,0.71,386.813,0.94903975725174,12.0291,67.4244,-9999,-6.94462,1
2004-05-02,14.735,345.408333333333,35.2943176608,89.811652,95567,0,0,7.6,19.96,0.71,0.71,415.613,0.800924479961395,14.8409,76.8931,-9999,-9.34825,1
2004-05-03,15.794,515.091666666667,39.4325221248,103.26298,95113,0,6.97916666666667e-06,6.26,21.39,0.972,0.71,402.805,0.994546234607697,12.7945,87.7818,-9999,-7.41509,0.979167
2004-05-04,15.331,444.3,33.648453,94.57433,94286,0,5.90277777777778e-05,9.84,20.51,0.982,0.71,433.113,0.591685116291046,12.4585,79.9486,-9999,-7.2996,1
2004-05-05,7.507,64.6166666666667,9.5560718112,20.1328,93798,0,0.00021875,4.75,9.59,1.206,0.71,378.94,0.999799847602844,5.48679,29.496,-9999,-2.21429,1
2004-05-06,7.279,8.625,15.436089,47.85967,94221,0,4.86111111111111e-05,4.77,9.7,1.256,0.71,376.295,1,7.14359,44.2419,-9999,-4.28486,1
2004-05-07,8.982,153.083333333333,25.536399552,68.53957,94836,0,1.27314814814815e-05,4.72,11.71,1.621,0.71,379.158,0.921859622001648,10.8354,70.2332,-9999,-7.78644,1
2004-05-08,7.176,273.266666666667,12.5050533264,23.8192,95070,0,0.000196759259259259,4.62,9.75,3.526,0.61,395.323,1,7.05254,49.143,-9999,-4.13176,1
2004-05-09,5.961,54.0541666666667,4.6174117392,3.45075,95356,0,0.000202546296296296,4.34,6.7,2.701,0.61,479.249,0.986409902572632,1.60074,23.4771,-9999,1.28922,1
2004-05-10,13.228,351.058333333333,46.0225549872,125.60498,95756,0,0,4.51,18.56,0.534,0.61,385.383,0.736853837966919,14.7398,89.4999,-9999,-10.3546,1
2004-05-11,15.683,570.295833333333,45.1481838336,117.35629,96170,0,0,2.97,19.98,0.601,0.61,432.701,0.369713127613068,15.4828,99.5058,-9999,-10.4607,1
2004-05-12,15.714,423.3875,57.1153949568,156.35911,95964,0,0,3.98,19.64,2.034,0.61,416.798,0.574971079826355,15.9324,140.264,-9999,-10.8996,1
2004-05-13,10.783,98.125,16.9760554272,42.26164,96042,0,0,8.57,13.09,1.671,0.61,367.5,0.913513422012329,8.64489,61.1542,-9999,-4.33265,1
2004-05-14,14.414,535.879166666667,49.2305962752,129.21464,96584,0,0,4.25,18.39,1.327,0.61,385.172,0.725606083869934,15.119,119.4,-9999,-10.2923,1
2004-05-15,16.386,751.191666666667,53.352454032,136.513621,96990,0,0,3.89,20.33,1.296,0.61,390.138,0.373769104480743,15.1154,133.3,-9999,-9.5964,1
2004-05-16,16.365,643.054166666667,43.192620144,100.37477,97008,0,0,5.71,19.9,1.315,0.66,404.007,0.52391117811203,14.0467,106.898,-9999,-8.6058,1
2004-05-17,18.773,985.625,58.9154872464,143.08131,96897,0,0,7.79,23.76,1.792,0.66,392.722,0,14.5331,149.2,-9999,-8.39138,1
2004-05-18,20.989,1341.33333333333,57.4647169824,141.7958,96909,0,0,5.64,26.88,1.259,0.66,413.054,0,16.0942,158.131,-9999,-9.0619,1
2004-05-19,21.539,1132.48333333333,53.2314528624,131.97213,96946,0,0,7.65,26.04,0.876,0.66,409.905,0.0352704338729382,16.3064,142.656,-9999,-9.19667,1
2004-05-20,21.915,1265.52083333333,55.461534624,131.92229,96486,0,0,7.74,27.45,1.053,0.66,413.174,0.00399786978960037,16.7106,150.639,-9999,-9.44127,1
2004-05-21,16.076,275.416666666667,20.539104552,51.13117,96036,0,0.000155092592592593,11.08,21.59,1.084,0.66,421.835,0.971517622470856,8.6836,63.9456,-9999,-3.08355,1
2004-05-22,9.662,80.425,18.4556101104,44.60309,96400,0,4.05092592592593e-05,6.58,12.03,1.889,0.66,380.747,0.954481720924377,7.91612,61.6336,-9999,-4.08308,1
2004-05-23,13.503,504.1875,57.4949228544,131.22598,96741,0,0,3.77,21.16,1.374,0.66,365.935,0.76310396194458,16.1412,131.219,-9999,-11.6638,1
2004-05-24,13.666,700.170833333333,62.394670656,140.4569,96816,0,0,2.6,17.77,1.386,0.65,382.071,0.00690452381968498,14.2642,134.2,-9999,-9.88889,1
2004-05-25,16.761,876.45,61.2198399168,142.92113,96548,0,0,1.99,21.86,0.67,0.65,401.269,0,15.9162,137.81,-9999,-10.4427,0.979167
2004-05-26,18.457,956.470833333333,49.521638736,119.54098,96272,0,0,4.54,23.09,0.804,0.65,404.34,0.188675940036774,16.2602,127.977,-9999,-9.99791,0.958333
2004-05-27,14.282,280.825,16.9771215168,35.58087,96515,0,1.50462962962963e-05,11.59,17.09,0.759,0.65,387.896,0.982902884483337,9.12553,47.7999,-9999,-3.76746,1
2004-05-28,15.335,420.675,43.356975624,100.6195,96794,0,1.15740740740741e-06,8.18,18.82,1.001,0.65,391.455,0.539233267307281,15.5582,100.251,-9999,-9.85852,1
2004-05-29,16.816,783.620833333333,62.3438537184,147.43414,96882,0,0,3.59,21.17,1.173,0.65,404.221,0.126623570919037,18.424,145.326,-9999,-12.3543,1
2004-05-30,19.26,984.425,54.9069903504,122.34691,96698,0,0,4.5,25.1,0.973,0.65,404.946,0.851013362407684,18.433,122.978,-9999,-11.0781,1
2004-05-31,15.306,217.345833333333,21.340448568,47.697117,96572,0,7.52314814814815e-05,11.22,18.39,0.599,0.65,369.321,0.77004474401474,11.2734,49.8245,-9999,-4.80114,1
2004-06-01,12.744,61.2625,8.3975877792,28.49124,96292,0,0.000230324074074074,11.29,14.01,0.41,0.62,393.363,1,5.95401,28.7606,-9999,-0.497962,1
2004-06-02,14.988,195.1125,18.6453740592,54.278837,96436,0,0.000121527777777778,12.01,17.99,0.969,0.62,364.275,0.960756540298462,9.75908,53.637,-9999,-4.11584,1
