ID,VARIABLE,PARAMETER,VALUE,TIMESTAMP
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2013
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.0931029,2013
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2014
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.0939686,2014
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2015
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.0893333,2015
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2016
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.0973962,2016
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2017
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.103108,2017
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2018
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.0975586,2018
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2019
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.0911772,2019
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2020
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.0890231,2020
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2021
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.0926159,2021
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2022
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.100024,2022
6,NEE_VUT_REF,HH_USTAR_PERCENTILE,48.75,2023
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.100776,2023
7,NEE_CUT_REF,DD_USTAR_PERCENTILE,53.75,-9999
7,NEE_CUT_REF,DD_USTAR_THRESHOLD,0.0941617,-9999
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2004
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0854325,2004
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2005
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0786091,2005
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2006
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0792589,2006
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2007
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0821785,2007
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2008
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0843174,2008
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2009
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0783105,2009
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2010
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0797851,2010
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2011
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0816267,2011
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2012
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0931319,2012
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2013
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0915044,2013
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2014
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0922765,2014
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2015
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0887134,2015
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2016
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0958599,2016
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2017
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.102131,2017
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2018
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0969837,2018
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2019
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0901029,2019
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2020
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.087004,2020
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2021
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0909858,2021
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2022
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.0996577,2022
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,46.25,2023
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.100472,2023
9,NEE_CUT_REF,WW_USTAR_PERCENTILE,38.75,-9999
9,NEE_CUT_REF,WW_USTAR_THRESHOLD,0.0856581,-9999
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2004
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0845391,2004
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2005
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0765955,2005
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2006
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0775545,2006
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2007
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0789069,2007
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2008
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0827135,2008
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2009
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0778453,2009
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2010
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0788237,2010
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2011
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0806102,2011
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2012
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0919685,2012
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2013
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0899994,2013
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2014
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0909132,2014
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2015
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0878369,2015
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2016
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0948362,2016
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2017
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.100461,2017
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2018
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0956851,2018
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2019
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0871756,2019
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2020
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0854394,2020
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2021
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0901076,2021
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2022
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0989928,2022
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,43.75,2023
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.099897,2023
11,NEE_CUT_REF,MM_USTAR_PERCENTILE,38.75,-9999
11,NEE_CUT_REF,MM_USTAR_THRESHOLD,0.0856581,-9999
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2004
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0877618,2004
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2005
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0790891,2005
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2006
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0819125,2006
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2007
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0835798,2007
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2008
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.085998,2008
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2009
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0789466,2009
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2010
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0804832,2010
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2011
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0829581,2011
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2012
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0941284,2012
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2013
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0931029,2013
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2014
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0939686,2014
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2015
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0893333,2015
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2016
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0973962,2016
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2017
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.103108,2017
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2018
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0975586,2018
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2019
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0911772,2019
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2020
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0890231,2020
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2021
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0926159,2021
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2022
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.100024,2022
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,48.75,2023
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.100776,2023
13,NEE_CUT_REF,YY_USTAR_PERCENTILE,68.75,-9999
13,NEE_CUT_REF,YY_USTAR_THRESHOLD,0.103958,-9999
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2004
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0923864,2004
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2005
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0828531,2005
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2006
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0892603,2006
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2007
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0895784,2007
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2008
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0924269,2008
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2009
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0818393,2009
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2010
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.082795,2010
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2011
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0858745,2011
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2012
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.100407,2012
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2013
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0980223,2013
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2014
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0981353,2014
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2015
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0929695,2015
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2016
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.100461,2016
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2017
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.10541,2017
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2018
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.101093,2018
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2019
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0954916,2019
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2020
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0921439,2020
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2021
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.0966054,2021
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2022
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.101531,2022
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2023
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.102616,2023
15,RECO_NT_CUT_REF,HH_USTAR_PERCENTILE,48.75,-9999
15,RECO_NT_CUT_REF,HH_USTAR_THRESHOLD,0.0911628,-9999
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2004
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0877618,2004
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2005
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0790891,2005
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2006
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0819125,2006
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2007
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0835798,2007
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2008
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.085998,2008
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2009
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0789466,2009
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2010
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0804832,2010
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2011
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0829581,2011
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2012
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0941284,2012
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2013
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0931029,2013
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2014
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0939686,2014
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2015
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0893333,2015
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2016
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0973962,2016
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2017
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.103108,2017
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2018
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0975586,2018
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2019
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0911772,2019
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2020
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0890231,2020
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2021
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0926159,2021
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2022
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.100024,2022
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,48.75,2023
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.100776,2023
17,RECO_NT_CUT_REF,DD_USTAR_PERCENTILE,43.75,-9999
17,RECO_NT_CUT_REF,DD_USTAR_THRESHOLD,0.088609,-9999
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2004
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0854325,2004
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2005
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0786091,2005
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2006
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0792589,2006
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2007
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0821785,2007
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2008
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0843174,2008
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2009
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0783105,2009
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2010
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0797851,2010
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2011
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0816267,2011
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2012
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0931319,2012
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2013
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0915044,2013
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2014
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0922765,2014
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2015
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0887134,2015
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2016
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0958599,2016
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2017
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.102131,2017
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2018
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0969837,2018
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2019
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0901029,2019
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2020
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.087004,2020
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2021
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0909858,2021
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2022
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0996577,2022
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2023
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.100472,2023
19,RECO_NT_CUT_REF,WW_USTAR_PERCENTILE,43.75,-9999
19,RECO_NT_CUT_REF,WW_USTAR_THRESHOLD,0.088609,-9999
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,48.75,2004
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0877618,2004
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,48.75,2005
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0790891,2005
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,48.75,2006
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0819125,2006
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,48.75,2007
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0835798,2007
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,48.75,2008
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.085998,2008
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,48.75,2009
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0789466,2009
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,48.75,2010
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0804832,2010
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,48.75,2011
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0829581,2011
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,48.75,2012
