date,temp,vpd,ppfd,netrad,patm,snow,rain,tmin,tmax,vwind,fapar,lai,co2,ccov,gpp,le,nee,nee_qc
2004-02-01,9.206,345,2.1356147999999998e-4,1.435236891996226,96923,0,0,0.93,12.48,3.378,0.09,0.1,374.931,0.6123998376230398,0.85552,-15.024,2.26903,1
2004-02-02,6.592,312.2,1.7929355999999998e-4,-0.06520091643471915,97329,0,0,-0.7,10.97,1.182,0.48,0.7000000000000001,398.431,0.6123998376230398,0.486888,0.468301,1.93481,1
2004-02-03,5.863,246.4,2.1461615999999998e-4,13.495329947620633,97706,0,0,-3.92,11.66,0.717,0.48,0.7000000000000001,396.704,0.6123998376230398,0.904374,-1.85355,0.854911,1
2004-02-04,5.974,204.8,2.3351267999999998e-4,8.177855633466663,97838,0,0,-5.08,12.2,0.979,0.48,0.7000000000000001,431.557,0.6123998376230398,0.41884,13.4606,1.64668,1
2004-02-05,6.54,281.59999999999997,2.3157467999999998e-4,11.662913424768192,97691,0,0,-2.29,12.55,1.221,0.48,0.7000000000000001,414.28,0.6123998376230398,2.51482,-3.3683,-0.537956,1
2004-02-06,5.775,314.1,2.1665412e-4,17.299111142607103,97137,0,0,-2.1,10.84,1.252,0.48,0.7000000000000001,402.632,0.6123998376230398,0.293116,5.65857,1.69957,1
2004-02-07,8.788,261.5,1.1934408e-4,16.86683256525879,96649,0,9.259259259259259e-6,3.53,10.75,4.309,0.48,0.7000000000000001,367.168,0.6123998376230398,1.11112,34.9905,1.53711,1
2004-02-08,4.095,143.1,4.406808e-5,8.837492039573533,96546,0,8.101851851851852e-5,2.53,5.25,5.312,0.48,0.7000000000000001,363.385,0.6123998376230398,0.359374,25.2355,1.54927,1
2004-02-09,4.515,163.1,2.5044876e-4,25.845622151521695,97482,0,3.472222222222222e-6,-1.73,6.91,2.753,0.48,0.7000000000000001,369.727,0.6123998376230398,0.569572,46.1207,1.15799,1
2004-02-10,3.227,148.6,2.3618915999999997e-4,18.390526519386754,97588,0,0,-5.02,7,0.908,0.46,0.7000000000000001,395.651,0.6123998376230398,0.521628,17.0677,0.889884,1
2004-02-11,1.389,54.900000000000006,7.49088e-5,37.168506010882425,96980,0,1.0416666666666666e-5,0.28,3.1,2.152,0.46,0.7000000000000001,377.269,0.6123998376230398,0.634184,13.5938,0.808453,1
2004-02-12,3.841,76.1,1.3086600000000002e-4,40.40756263346623,97318,0,0,0.41,5.36,2.065,0.46,0.7000000000000001,376.868,0.6123998376230398,0.603531,24.3708,0.925182,0.958333
2004-02-13,5.082,159.4,2.4926352e-4,15.940257476747945,97487,0,0,-1.9,8.78,1.41,0.46,0.7000000000000001,393.697,0.6123998376230398,0.54019,26.0021,0.900573,1
2004-02-14,3.506,94.8,9.976211999999999e-5,14.785880187880878,96932,0,0,-0.33,5.89,0.965,0.46,0.7000000000000001,402.83,0.6123998376230398,0.400245,12.1245,0.884158,1
2004-02-15,3.445,103.1,9.878292e-5,64.48682994921927,96692,0,6.018518518518519e-7,-0.17,5.362,0.887,0.46,0.7000000000000001,395.72,0.6123998376230398,0.603183,18.5001,0.683515,0.583333
2004-02-16,3.445,164.1,9.802199999999999e-5,56.869915521502605,96817,0,0,0.536,7.514,2.936,0.46,0.7000000000000001,380.776,0.6123998376230398,1.07591,38.0823,0.284755,0.770833
2004-02-17,1.346,161.20000000000002,3.636912e-5,66.58508184148735,96956,0,2.083333333333333e-7,-0.68,8.107,1.345,0.46,0.7000000000000001,388.775,0.6123998376230398,0.905044,22.9427,0.368961,0.479167
2004-02-18,1.346,89.4,3.6518039999999994e-5,54.514268572607875,96493,0,8.090277777777777e-6,-0.488,3.684,2.172,0.09,0.1,387.962,0.6123998376230398,-0.503024,31.6551,1.48126,0.625
2004-02-19,1.355,86.9,3.713616e-5,0.11895220715177857,95621,0,1.8518518518518519e-6,-0.696,1.75,6.134,0.09,0.1,370.797,0.6123998376230398,-0.666216,26.6247,1.47099,1
2004-02-20,3.467,133.20000000000002,2.2690919999999998e-4,35.20871572551158,95974,0,0,-0.81,7.32,2.67,0.09,0.1,377.496,0.6123998376230398,-0.402013,19.0459,0.530421,1
2004-02-21,4.666,182.4,1.2646368e-4,27.03659915707408,95368,0,0,-1.22,7.54,1.365,0.09,0.1,393.912,0.6123998376230398,-0.562682,16.3763,0.584145,1
2004-02-22,6.111,78.8,7.987824e-5,33.011393668578535,95023,0,3.935185185185185e-5,0.48,8.69,1.142,0.09,0.1,408.582,0.6123998376230398,-0.0291099,19.7474,0.0483003,1
2004-02-23,-0.691,8.7,8.766288e-5,31.98616729986901,95441,0,1.0416666666666667e-4,-6.78,2.7,2.033,0.09,0.1,384.394,0.6123998376230398,-1.13518,15.8942,1.14299,0.958333
2004-02-24,0.385,71.1,2.1295152e-4,43.49597401157661,96052,0,0,-9.41,6.73,0.704,0.09,0.1,447.476,0.6123998376230398,-0.311764,14.2911,0.315291,0.916667
2004-02-25,-0.37,116.39999999999999,2.8655471999999995e-4,52.191876317107926,95445,0,0,-10.75,7.68,0.734,0.09,0.1,580.665,0.6123998376230398,0.239038,10.4297,-0.236653,0.916667
2004-02-26,-0.084,54,1.3624343999999998e-4,31.824138000566222,94747,0,0,-6.4,5.26,1.529,0.26,0.30000000000000004,442.302,0.6123998376230398,-1.10582,20.6177,1.31668,1
2004-02-27,0.612,82.8,2.7030611999999995e-4,44.689973007951835,94414,0,0,-8.61,5.08,0.689,0.26,0.30000000000000004,400.181,0.6123998376230398,-0.0450359,7.53204,0.595822,1
2004-02-28,0.287,119.8,3.0855e-4,48.36672107678697,94720,0,0,-11.41,6.87,0.684,0.26,0.30000000000000004,492.453,0.6123998376230398,0.593825,13.3128,0.301758,0.979167
2004-02-29,-0.914,101.29999999999998,2.726664e-4,45.305279130713245,95612,0,0,-8.69,2.12,1.976,0.26,0.30000000000000004,483.536,0.6123998376230398,0.430283,20.9386,0.713198,1
2004-03-01,-0.495,76.7,3.1423139999999997e-4,53.46840896894855,96655,0,0,-3.26,1.45,4.395,0.26,0.30000000000000004,373.467,0.7522806202371916,0.390597,33.1797,0.82951,1
2004-03-02,-0.034,71.2,2.1559944e-4,47.19660583659356,97387,0,0,-6.21,2.31,1.403,0.26,0.30000000000000004,377.081,0.7522806202371916,0.487183,11.638,0.662238,1
2004-03-03,5.337,182.8,3.63477e-4,66.41980239918797,97441,0,0,-3.94,9.32,0.756,0.26,0.30000000000000004,387.063,0.7522806202371916,1.06471,25.4971,0.473212,1
2004-03-04,2.907,267.09999999999997,1.775208e-4,32.6865326395278,96925,0,0,-5.39,6.13,0.563,0.26,0.30000000000000004,404.884,0.7522806202371916,0.511719,14.0446,1.10904,1
2004-03-05,2.34,103.3,8.294844e-5,32.54715945255549,96287,0,1.1574074074074074e-6,-0.14,3.28,0.881,0.37,0.6000000000000001,405.559,0.7522806202371916,0.211589,13.9822,1.20462,1
2004-03-06,4.675,9.700000000000001,1.0693475999999999e-4,51.83311237039743,96247,0,4.513888888888889e-5,1.56,6.35,2.143,0.37,0.6000000000000001,376.796,0.7522806202371916,0.273385,32.9282,1.37281,1
2004-03-07,4.084,121.30000000000001,1.7442e-4,30.356123761848778,96630,0,0,-0.47,6.9,0.764,0.37,0.6000000000000001,378.186,0.7522806202371916,1.16931,25.3128,0.391425,1
2004-03-08,2.915,19.8,1.5086003999999998e-4,46.73616348125262,96773,0,1.1574074074074073e-05,-0.26,4.93,1.266,0.37,0.6000000000000001,369.257,0.7522806202371916,1.12458,21.8923,0.238363,1
2004-03-09,3.142,128.29999999999998,3.6058428e-4,73.95099227866774,96817,0,0,-1.17,5.61,1.949,0.37,0.6000000000000001,378.112,0.7522806202371916,0.460739,55.0409,0.427133,1
2004-03-10,1.734,115.39999999999999,2.8982076e-4,72.49591138878446,96323,0,0,-2.18,3.83,2.189,0.37,0.6000000000000001,376.644,0.7522806202371916,-0.0141718,41.4675,0.352564,0.979167
2004-03-11,1.325,50.1,1.635366e-4,36.34306266979041,96216,0,0,-3.18,3.33,0.944,0.37,0.6000000000000001,394.595,0.7522806202371916,-0.11965,27.2139,0.431901,1
2004-03-12,3.135,82,2.009298e-4,60.983933996536166,95975,0,3.472222222222222e-6,-4.07,6.88,0.734,0.37,0.6000000000000001,384.449,0.7522806202371916,0.135797,23.0033,0.29558,1
2004-03-13,5.605,43.4,1.5347939999999999e-4,68.09659799675046,96407,0,6.828703703703704e-5,0.31,10.04,1.394,0.41,0.8,382.386,0.7522806202371916,0.436897,31.3632,0.326494,1
2004-03-14,7.432,111.80000000000001,2.4147275999999998e-4,73.19675857968565,97323,0,5.902777777777777e-5,2.84,10.45,1.653,0.41,0.8,364.268,0.7522806202371916,1.15268,43.2524,-0.0357057,1
2004-03-15,10.699,374.40000000000003,3.5784863999999996e-4,81.29199999903403,97790,0,0,0.52,16.52,0.993,0.41,0.8,376.277,0.7522806202371916,0.973469,57.0023,0.596606,1
2004-03-16,13.096,498.50000000000006,0.00040821419999999997,73.36157263721964,97822,0,0,-0.93,19.82,0.485,0.41,0.8,386.705,0.7522806202371916,1.95213,55.798,0.0932481,1
2004-03-17,14.62,709.1,3.975858e-4,72.18840054094898,97568,0,0,-0.54,22.35,0.773,0.41,0.8,399.095,0.7522806202371916,2.03914,51.6206,0.51491,1
2004-03-18,14.614,824.2,3.5682864e-4,63.30506506930476,97141,0,0,1.17,20.49,1.542,0.41,0.8,403.978,0.7522806202371916,1.95367,50.8689,0.71778,1
2004-03-19,13.702,575.6999999999999,0.00032844204000000003,70.00601516957471,96971,0,0,3.82,16.75,2.531,0.41,0.8,387.722,0.7522806202371916,2.05265,35.8127,0.541413,1
2004-03-20,11.899,343.9,1.3936259999999999e-4,38.62257251227254,96672,0,1.736111111111111e-5,8.78,13.23,5.517,0.41,0.8,368.719,0.7522806202371916,0.697838,54.7695,1.65019,1
2004-03-21,11.08,350.09999999999997,1.8983832e-4,35.00388600879921,96047,0,5.787037037037037e-6,5.7,12.83,4.529,0.5,1.1,366.799,0.7522806202371916,0.628873,56.4895,0.977204,1
2004-03-22,6.511,142.4,3.4744056e-4,101.9749651269388,95936,0,4.050925925925926e-5,0.46,10.5,3.091,0.5,1.1,372.266,0.7522806202371916,0.391419,70.2464,0.677493,1
2004-03-23,3.667,36.7,1.4207376000000002e-4,45.72652957662615,95556,0,9.143518518518519e-5,-0.73,6.3,1.062,0.5,1.1,376.282,0.7522806202371916,0.825996,28.3291,0.0544638,1
2004-03-24,3.626,0.1,1.0801392e-4,41.54144547352843,95568,0,8.122685185185185e-5,1.08,5.694,1.471,0.5,1.1,378.83,0.7522806202371916,0.672162,40.3304,0.364052,1
2004-03-25,3.618,17.8,1.0770792e-4,65.33739515770998,95862,0,7.16087962962963e-5,0.63,5.733,2.031,0.5,1.1,375.67,0.7522806202371916,1.44694,52.3135,-0.394689,0.875
2004-03-26,3.618,144.2,1.075386e-4,86.63816549162073,95796,0,4.247685185185185e-6,-0.773,2.934,3.568,0.5,1.1,372.826,0.7522806202371916,0.472548,50.1375,0.456389,0.854167
2004-03-27,9.597,182.6,4.9014876e-4,98.30728014153874,95777,0,1.5046296296296297e-7,-2.631,6.143,2.364,0.5,1.1,382.792,0.7522806202371916,1.22757,60.868,-0.214403,0.6875
2004-03-28,9.597,259.7,4.912728e-4,112.52846769897724,96207,0,0,-2.729,10.47,0.67,0.5,1.1,392.616,0.7522806202371916,2.43401,39.2174,-1.14697,0.625
2004-03-29,9.625,401.3,4.9355352e-4,98.30826522270797,96279,0,0,-2.7,15.48,2.52,0.45,1,394.387,0.7522806202371916,1.9033,39.513,0.0606852,1
2004-03-30,11.748,476.1,4.6175603999999996e-4,96.16980883702576,95836,0,0,-0.42,18.96,1.454,0.45,1,395.833,0.7522806202371916,2.38959,34.7784,-0.122685,1
2004-03-31,14.034,678.8000000000001,4.7494055999999996e-4,100.09411800914796,95781,0,0,-0.94,21.46,0.834,0.45,1,399.598,0.7522806202371916,2.82404,44.8029,0.099366,1
2004-04-01,14.401,627.5,4.7941428e-4,106.0007299374011,95647,0,0,0.84,20.08,1.336,0.45,1,400.945,0.06763902703338924,3.52638,45.8942,-0.37995,1
2004-04-02,15.62,596.6,4.6692335999999997e-4,111.86720255540519,95696,0,0,1.86,20.97,1.831,0.45,1,407.079,0.06763902703338924,3.52215,48.8898,0.150005,1
2004-04-03,12.78,392,3.8197776e-4,103.76145889866461,96757,0,1.1574074074074074e-6,4.32,17.14,2.579,0.45,1,353.198,0.06763902703338924,3.61187,52.7957,-0.16335,1
2004-04-04,11.017,266.8,2.6865984e-4,74.70845848062322,96872,0,3.472222222222222e-6,1.71,14.51,2.259,0.45,1,394.08,0.06763902703338924,3.37465,36.7955,-0.303005,1
2004-04-05,10.879,322.6,3.14364e-4,99.77658146714947,96371,0,1.3888888888888888e-5,6.7,12.73,4.037,0.45,1,363.676,0.06763902703338924,2.64627,73.5825,0.391391,1
2004-04-06,6.139,100.49999999999999,1.0027824e-4,40.25780835007913,95492,0,8.680555555555556e-5,2.4,8.3,3.248,0.51,1.1,354.915,0.06763902703338924,0.924877,54.6629,1.20437,1
2004-04-07,5.966,84.39999999999999,3.0246263999999997e-4,100.0986880476562,95482,0,1.736111111111111e-5,0.99,9.24,2.168,0.51,1.1,350.564,0.06763902703338924,2.91505,69.3883,-1.06611,1
2004-04-08,7.06,145.70000000000002,3.4784244e-4,100.75240885015751,95874,0,6.944444444444444e-6,2.08,10.4,1.261,0.51,1.1,368.001,0.06763902703338924,3.48393,63.8361,-1.59541,1
2004-04-09,7.756,209.90000000000003,2.7009395999999996e-4,74.93038139933725,95513,0,0,2.25,9.55,3.011,0.51,1.1,375.54,0.06763902703338924,2.41066,65.1627,-0.502342,1
2004-04-10,5.592,65.60000000000001,1.5833052e-4,64.6257308565925,95537,0,3.587962962962963e-5,3.49,7.68,1.928,0.51,1.1,343.44,0.06763902703338924,1.56857,48.704,0.172404,1
2004-04-11,7.709,95.5,3.1935179999999995e-4,116.84180134147539,96110,0,2.199074074074074e-5,2.84,11.11,1.634,0.51,1.1,367.64,0.06763902703338924,4.62073,71.356,-2.66264,0.979167
2004-04-12,8.566,245.2,3.237684e-4,76.07583347470626,96296,0,0,3.73,11.29,3.046,0.51,1.1,373.282,0.06763902703338924,4.00931,76.6085,-1.76401,1
2004-04-13,8.809,268.9,2.5267644e-4,58.15250451573138,96224,0,0,3.34,11.06,1.859,0.51,1.1,376.615,0.06763902703338924,3.40878,54.1607,-0.771466,1
2004-04-14,10.277,329.09999999999997,4.5187836e-4,99.77470796522528,96321,0,0,0.57,14.54,1.871,0.46,0.9,387.109,0.06763902703338924,5.33651,64.4535,-2.3506,1
2004-04-15,12.498,386.1,4.1499516e-4,99.03767839695104,96442,0,0,1.05,18.23,0.877,0.46,0.9,399.119,0.06763902703338924,6.39386,55.4534,-2.44458,1
2004-04-16,13.945,603.4,5.298492e-4,121.78430577818636,95865,0,0,1.43,19.3,1.705,0.46,0.9,396.147,0.06763902703338924,6.92521,64.8201,-2.43188,1
2004-04-17,13.555,424.2,3.3484152e-4,83.92768325036235,95212,0,3.587962962962963e-5,1.62,16.8,1.856,0.46,0.9,404.425,0.06763902703338924,6.67307,55.5047,-1.77058,1
2004-04-18,12.126,282.4,3.5328312e-4,116.46497200808892,94457,0,3.125e-5,7.13,16.2,2.332,0.46,0.9,365.43,0.06763902703338924,6.78951,85.7039,-1.87977,1
2004-04-19,6.605,158.5,2.1459576000000001e-4,54.818421317026434,94629,0,1.3888888888888888e-5,1.62,9.81,1.436,0.46,0.9,372.848,0.06763902703338924,5.61439,46.4335,-2.11429,1
2004-04-20,10.276,409.6,3.9924839999999997e-4,112.56558332680544,95354,0,0,-1.24,14.22,1.342,0.46,0.9,385.046,0.06763902703338924,6.73294,77.6488,-2.29342,1
2004-04-21,16.62,623,5.7015144e-4,149.61915841091394,96081,0,0,3.75,21.57,0.552,0.46,0.9,413.458,0.06763902703338924,10.9095,94.1033,-4.41463,1
2004-04-22,18.656,752,5.4515124e-4,138.46866714498873,96014,0,0,3.42,24.04,1.547,0.47,1.1,404.189,0.06763902703338924,11.3973,94.0856,-3.61299,1
2004-04-23,15.274,213.60000000000002,4.4063999999999996e-4,136.53599071671135,96332,0,0,9.64,18.1,2.998,0.47,1.1,385.117,0.06763902703338924,11.726,88.4779,-4.93638,1
2004-04-24,13.485,401.6,4.7117064e-4,135.85785137445043,96694,0,0,6.25,17.12,2.307,0.47,1.1,370.46,0.06763902703338924,10.982,96.334,-4.82808,1
2004-04-25,13.332,499.5,4.7093808e-4,121.31067357741199,96741,0,0,5.26,13.57,3.406,0.47,1.1,372.746,0.06763902703338924,9.99636,90.0904,-4.63999,0.208333
2004-04-26,13.779,507.59999999999997,4.6214364e-4,165.26252005982423,96352,0,0,4.93,16.994,2.72,0.47,1.1,367.093,0.06763902703338924,9.77425,95.3456,-4.24781,0
2004-04-27,16.371,583,4.3623564000000003e-4,119.48446964927746,95812,0,9.999999999999999e-6,6.51,19.645,0.964,0.47,1.1,373.617,0.06763902703338924,11.5407,90.7182,-5.26951,0
2004-04-28,16.397,567.3,4.3704552e-4,99.25601182259783,95473,0,1.2152777777777778e-6,7.916,18.96,2.143,0.47,1.1,373.444,0.06763902703338924,11.6872,90.2357,-5.4006,0.354167
2004-04-29,16.711,498.4,4.4829611999999995e-4,115.41721256591444,94940,0,0,7.83,21.25,1.677,0.47,1.1,380.555,0.06763902703338924,12.5265,86.8185,-5.77982,1
2004-04-30,14.949,453.59999999999997,3.552966e-4,91.81259401820967,94554,0,0,8.65,20.98,1.577,0.71,2.3000000000000003,416.832,0.06763902703338924,10.9525,76.1311,-5.07833,1
2004-05-01,13.016,229.3,3.1647744e-4,100.72611095192343,95379,0,3.472222222222222e-6,9.19,15.46,1.22,0.71,2.3000000000000003,386.813,0.8725244700908661,12.0291,67.4244,-6.94462,1
2004-05-02,14.735,352.3,4.0522151999999997e-4,112.87234124842877,95567,0,0,7.6,19.96,0.71,0.71,2.3000000000000003,415.613,0.8725244700908661,14.8409,76.8931,-9.34825,1
2004-05-03,15.794,428.09999999999997,4.5273312e-4,135.80920675849012,95113,0,6.979166666666667e-6,6.26,21.39,0.972,0.71,2.3000000000000003,402.805,0.8725244700908661,12.7945,87.7818,-7.41509,0.979167
2004-05-04,15.331,323.4,3.8632499999999997e-4,132.20188516513082,94286,0,5.902777777777777e-5,9.84,20.51,0.982,0.71,2.3000000000000003,433.113,0.8725244700908661,12.4585,79.9486,-7.2996,1
2004-05-05,7.507,58.5,1.0971527999999998e-4,54.18468883888022,93798,0,2.1874999999999998e-4,4.75,9.59,1.206,0.71,2.3000000000000003,378.94,0.8725244700908661,5.48679,29.496,-2.21429,1
2004-05-06,7.279,21.3,1.7722499999999998e-4,72.5453087405512,94221,0,4.8611111111111115e-5,4.77,9.7,1.256,0.71,2.3000000000000003,376.295,0.8725244700908661,7.14359,44.2419,-4.28486,1
2004-05-07,8.982,127.2,2.931888e-4,86.00061884731218,94836,0,1.2731481481481482e-5,4.72,11.71,1.621,0.71,2.3000000000000003,379.158,0.8725244700908661,10.8354,70.2332,-7.78644,1
2004-05-08,7.176,212.4,1.4357316e-4,56.36553934023152,95070,0,1.9675925925925926e-4,4.62,9.75,3.526,0.61,1.7000000000000002,395.323,0.8725244700908661,7.05254,49.143,-4.13176,1
2004-05-09,5.961,61,5.3013479999999995e-5,31.35890371921488,95356,0,2.025462962962963e-4,4.34,6.7,2.701,0.61,1.7000000000000002,479.249,0.8725244700908661,1.60074,23.4771,1.28922,1
2004-05-10,13.228,303.79999999999995,5.2839468e-4,159.07619455803638,95756,0,0,4.51,18.56,0.534,0.61,1.7000000000000002,385.383,0.8725244700908661,14.7398,89.4999,-10.3546,1
2004-05-11,15.683,486.09999999999997,5.183558400000001e-4,135.4709886167064,96170,0,0,2.97,19.98,0.601,0.61,1.7000000000000002,432.701,0.8725244700908661,15.4828,99.5058,-10.4607,1
2004-05-12,15.714,308.70000000000005,6.557539199999999e-4,190.7141680276826,95964,0,0,3.98,19.64,2.034,0.61,1.7000000000000002,416.798,0.8725244700908661,15.9324,140.264,-10.8996,1
2004-05-13,10.783,114.6,1.9490568e-4,54.21079804435004,96042,0,0,8.57,13.09,1.671,0.61,1.7000000000000002,367.5,0.8725244700908661,8.64489,61.1542,-4.33265,1
2004-05-14,14.414,450.7,5.6522688e-4,161.77945713214075,96584,0,0,4.25,18.39,1.327,0.61,1.7000000000000002,385.172,0.8725244700908661,15.119,119.4,-10.2923,1
2004-05-15,16.386,608,6.125508e-4,162.51666647674676,96990,0,0,3.89,20.33,1.296,0.61,1.7000000000000002,390.138,0.8725244700908661,15.1154,133.3,-9.5964,1
2004-05-16,16.365,563.1999999999999,4.959036e-4,125.15403606661073,97008,0,0,5.71,19.9,1.315,0.66,2.1,404.007,0.8725244700908661,14.0467,106.898,-8.6058,1
2004-05-17,18.773,890,6.7642116e-4,174.62064270518584,96897,0,0,7.79,23.76,1.792,0.66,2.1,392.722,0.8725244700908661,14.5331,149.2,-8.39138,1
2004-05-18,20.989,1166.2,6.597645599999999e-4,171.27554855768898,96909,0,0,5.64,26.88,1.259,0.66,2.1,413.054,0.8725244700908661,16.0942,158.131,-9.0619,1
2004-05-19,21.539,1042.1,6.1116156e-4,155.33077524960208,96946,0,0,7.65,26.04,0.876,0.66,2.1,409.905,0.8725244700908661,16.3064,142.656,-9.19667,1
